"_id","employee_id","full_name","email","department","site","active"
"ObjectId(""6849ef87ab2373184fe07bed"")","E474","Jeff Gonzalez","william31@example.org","Animation","Sydney",true
"ObjectId(""6849ef87ab2373184fe07bee"")","E475","John Smith","jacquelinegarcia@example.net","Previs","London",false
"ObjectId(""6849ef87ab2373184fe07bef"")","E476","Pamela Jones","nancy42@example.com","Lighting","London",true
"ObjectId(""6849ef87ab2373184fe07bf0"")","E477","Kevin Rodriguez","jasonmason@example.org","Environments","Hyderabad",false
"ObjectId(""6849ef87ab2373184fe07bf1"")","E478","Stephen Bell MD","cward@example.org","Art Department","London",true
"ObjectId(""6849ef87ab2373184fe07bf2"")","E479","James Whitney","mayerdonna@example.com","Layout","Sydney",false
"ObjectId(""6849ef87ab2373184fe07bf3"")","E480","Cole Aguilar","chandlerstacey@example.org","Art Department","Sydney",true
"ObjectId(""6849ef87ab2373184fe07bf4"")","E481","Cynthia Yoder","tpetersen@example.org","Matchmove","Sydney",false
"ObjectId(""6849ef87ab2373184fe07bf5"")","E482","Michelle Newton","kimberlythompson@example.org","IT","Hyderabad",true
"ObjectId(""6849ef87ab2373184fe07bf6"")","E483","Gabriel Patton","valenzuelapatricia@example.net","Prodtech","London",false
"ObjectId(""6849ef87ab2373184fe07bf7"")","E484","Erik Williams","shanehartman@example.org","Editorial","London",true
"ObjectId(""6849ef87ab2373184fe07bf8"")","E485","Ryan Mahoney","kimgeorge@example.com","Editorial","Hyderabad",false
"ObjectId(""6849ef87ab2373184fe07bf9"")","E486","Nathan Joseph","pamelaadams@example.org","Compositing","London",true
"ObjectId(""6849ef87ab2373184fe07bfa"")","E487","Carol Mcguire","nguyenjoshua@example.com","Groom","Sydney",false
"ObjectId(""6849ef87ab2373184fe07bfb"")","E488","Lisa Riley DDS","omyers@example.net","Environments","London",true
"ObjectId(""6849ef87ab2373184fe07bfc"")","E489","Andre Golden","rebeccagreene@example.org","Previs","London",false
"ObjectId(""6849ef87ab2373184fe07bfd"")","E490","Jared Shaw","james30@example.com","Texturing","Hyderabad",true
"ObjectId(""6849ef87ab2373184fe07bfe"")","E491","John Hubbard","upruitt@example.com","Compositing","Hyderabad",false
"ObjectId(""6849ef87ab2373184fe07bff"")","E492","Susan Mccoy","nicoledavis@example.net","Texturing","Sydney",true
"ObjectId(""6849ef87ab2373184fe07c00"")","E493","Kimberly Contreras","ebrown@example.net","FX","London",false
"ObjectId(""6849ef87ab2373184fe07c01"")","E494","Robert Jones","zacharynelson@example.org","Prodtech","London",true
"ObjectId(""6849ef87ab2373184fe07c02"")","E495","Clarence Lester","timothy85@example.org","Rendering","London",false
"ObjectId(""6849ef87ab2373184fe07c03"")","E496","Todd Hughes","kristen16@example.com","Production","London",true
"ObjectId(""6849ef87ab2373184fe07c04"")","E497","Brittany Armstrong","angelacalhoun@example.org","Editorial","Hyderabad",false
"ObjectId(""6849ef87ab2373184fe07c05"")","E498","Thomas Jones","hthomas@example.org","Prodtech","Hyderabad",true
"ObjectId(""6849ef87ab2373184fe07c06"")","E499","Bryan Dixon","laura70@example.com","Modeling","Hyderabad",false
"ObjectId(""6849ef87ab2373184fe07c07"")","E500","William Meza","barnettanne@example.org","Environments","Hyderabad",true
"ObjectId(""6849ef87ab2373184fe07c08"")","E501","Mrs. Ashley Richardson MD","petersonsamantha@example.com","Compositing","London",false
